ID Read success  
REG_MODE2 success
REG_REFMUX success
REG_MODE0 success
09/13/2022,  Range is 5[kV/m], Resistor is 2.2[kOhm]
Timestamp 	voltage[V] 	current[mA] 	field strength[kV/m]
22:21:44.185	0.019524	0.008874	0.044372
22:21:44.236	0.032675	0.014852	0.074262
22:21:44.287	0.020387	0.009267	0.046333
22:21:44.338	-0.051476	-0.023398	-0.116990
22:21:44.389	0.015970	0.007259	0.036295
22:21:44.440	-0.014373	-0.006533	-0.032665
22:21:44.491	-0.008997	-0.004090	-0.020448
22:21:44.542	0.018564	0.008438	0.042191
22:21:44.593	-0.065038	-0.029563	-0.147814
22:21:44.644	0.022996	0.010453	0.052264
22:21:44.695	0.023928	0.010876	0.054381
22:21:44.748	-0.024342	-0.011064	-0.055322
22:21:44.799	0.005295	0.002407	0.012034
22:21:44.850	0.025010	0.011368	0.056841
22:21:44.902	0.023735	0.010788	0.053942
22:21:44.953	0.023632	0.010742	0.053708
22:21:45.004	0.030806	0.014003	0.070013
22:21:45.055	0.025084	0.011402	0.057009
22:21:45.105	0.033737	0.015335	0.076675
22:21:45.156	0.032757	0.014890	0.074448
22:21:45.207	0.029487	0.013403	0.067017
22:21:45.258	0.029925	0.013602	0.068011
22:21:45.309	0.032822	0.014919	0.074595
22:21:45.360	0.026175	0.011898	0.059488
22:21:45.411	0.003666	0.001666	0.008332
22:21:45.462	0.012332	0.005606	0.028028
22:21:45.513	-0.000812	-0.000369	-0.001845
22:21:45.564	0.023206	0.010548	0.052742
22:21:45.615	0.022029	0.010013	0.050066
22:21:45.666	0.031119	0.014145	0.070726
22:21:45.717	0.025954	0.011797	0.058985
22:21:45.768	0.030511	0.013869	0.069344
22:21:45.819	0.031339	0.014245	0.071224
22:21:45.870	0.030596	0.013907	0.069537
22:21:45.921	0.024574	0.011170	0.055849
22:21:45.972	0.027630	0.012559	0.062796
22:21:46.023	0.033189	0.015086	0.075429
22:21:46.074	0.028020	0.012736	0.063681
22:21:46.125	0.024158	0.010981	0.054904
22:21:46.176	0.029386	0.013357	0.066787
22:21:46.226	0.029747	0.013521	0.067606
22:21:46.278	0.025005	0.011366	0.056829
22:21:46.329	-0.000084	-0.000038	-0.000190
22:21:46.380	0.024098	0.010954	0.054769
22:21:46.431	0.006639	0.003018	0.015089
22:21:46.482	0.031592	0.014360	0.071801
22:21:46.533	0.022266	0.010121	0.050605
22:21:46.584	0.024069	0.010941	0.054703
22:21:46.635	0.021952	0.009978	0.049892
22:21:46.686	0.032871	0.014941	0.074706
22:21:46.737	0.023115	0.010507	0.052534
22:21:46.788	0.034870	0.015850	0.079251
22:21:46.839	0.033748	0.015340	0.076699
22:21:46.890	0.033356	0.015162	0.075809
22:21:46.940	0.029693	0.013497	0.067485
22:21:46.991	0.036084	0.016402	0.082010
22:21:47.042	0.031530	0.014332	0.071659
22:21:47.093	0.033312	0.015142	0.075709
22:21:47.144	0.033072	0.015033	0.075164
22:21:47.194	0.033474	0.015215	0.076077
22:21:47.245	0.029188	0.013267	0.066336
22:21:47.296	0.035504	0.016138	0.080691
22:21:47.347	0.004285	0.001948	0.009739
22:21:47.398	-0.016962	-0.007710	-0.038550
22:21:47.450	0.001821	0.000828	0.004139
22:21:47.501	0.002715	0.001234	0.006170
22:21:47.552	0.023856	0.010843	0.054217
22:21:47.603	0.008803	0.004002	0.020008
22:21:47.654	0.023726	0.010784	0.053922
22:21:47.705	0.024093	0.010952	0.054758
22:21:47.756	0.026951	0.012250	0.061252
22:21:47.807	0.023222	0.010555	0.052777
22:21:47.858	0.030073	0.013669	0.068347
22:21:47.909	0.024609	0.011186	0.055930
22:21:47.960	0.032270	0.014668	0.073341
22:21:48.011	0.033428	0.015194	0.075972
22:21:48.062	0.030774	0.013988	0.069942
22:21:48.113	0.032813	0.014915	0.074574
22:21:48.164	0.025333	0.011515	0.057574
22:21:48.215	0.036467	0.016576	0.082879
22:21:48.266	0.026192	0.011905	0.059527
22:21:48.316	0.027614	0.012552	0.062759
22:21:48.367	0.028771	0.013078	0.065389
22:21:48.418	0.023588	0.010722	0.053610
22:21:48.469	0.032420	0.014736	0.073681
22:21:48.520	0.036015	0.016370	0.081851
22:21:48.571	0.028073	0.012760	0.063802
22:21:48.622	0.030241	0.013746	0.068728
22:21:48.673	0.029674	0.013488	0.067441
22:21:48.724	0.033119	0.015054	0.075270
22:21:48.775	0.024716	0.011235	0.056173
22:21:48.825	0.029003	0.013183	0.065916
22:21:48.876	0.028921	0.013146	0.065730
22:21:48.927	0.031310	0.014232	0.071158
22:21:48.978	0.034086	0.015493	0.077467
22:21:49.029	0.033664	0.015302	0.076508
22:21:49.080	0.030944	0.014065	0.070327
22:21:49.130	0.032556	0.014798	0.073991
22:21:49.181	0.035656	0.016207	0.081036
22:21:49.232	0.032105	0.014593	0.072966
22:21:49.283	0.030102	0.013683	0.068414
22:21:49.334	0.032682	0.014855	0.074277
22:21:49.385	0.032866	0.014939	0.074695
22:21:49.435	0.030630	0.013923	0.069614
22:21:49.486	0.023813	0.010824	0.054121
22:21:49.537	0.034366	0.015621	0.078104
22:21:49.588	0.022554	0.010252	0.051259
22:21:49.639	0.033932	0.015424	0.077119
22:21:49.690	0.028841	0.013109	0.065547
22:21:49.741	0.032276	0.014671	0.073355
22:21:49.792	0.017036	0.007744	0.038718
22:21:49.843	0.022289	0.010131	0.050656
22:21:49.894	0.020163	0.009165	0.045825
22:21:49.945	0.021405	0.009730	0.048648
22:21:49.996	0.027085	0.012311	0.061556
22:21:50.047	0.021100	0.009591	0.047954
22:21:50.098	0.026971	0.012260	0.061299
22:21:50.149	0.027626	0.012557	0.062786
22:21:50.199	-0.041651	-0.018932	-0.094662
22:21:50.250	0.021117	0.009598	0.047992
22:21:50.301	0.023266	0.010576	0.052878
22:21:50.352	0.033898	0.015408	0.077041
22:21:50.403	0.028954	0.013161	0.065805
22:21:50.454	0.032694	0.014861	0.074304
22:21:50.505	0.028467	0.012940	0.064698
22:21:50.556	0.035899	0.016318	0.081589
22:21:50.607	0.032342	0.014701	0.073506
22:21:50.658	0.031444	0.014293	0.071464
22:21:50.709	0.025457	0.011571	0.057857
22:21:50.760	0.032734	0.014879	0.074395
22:21:50.810	0.034347	0.015612	0.078061
22:21:50.861	0.032695	0.014861	0.074307
22:21:50.912	0.034639	0.015745	0.078724
22:21:50.963	0.037696	0.017135	0.085673
22:21:51.014	0.031528	0.014331	0.071654
22:21:51.065	0.023553	0.010706	0.053530
22:21:51.116	0.034311	0.015596	0.077980
22:21:51.167	0.039055	0.017752	0.088762
22:21:51.217	0.035406	0.016094	0.080469
22:21:51.268	0.028868	0.013122	0.065609
22:21:51.319	0.027393	0.012452	0.062258
22:21:51.370	0.037436	0.017016	0.085081
22:21:51.421	0.032117	0.014599	0.072994
22:21:51.472	0.032445	0.014748	0.073739
22:21:51.523	0.033890	0.015404	0.077022
22:21:51.573	0.033689	0.015313	0.076566
22:21:51.624	0.030741	0.013973	0.069867
22:21:51.675	0.035450	0.016114	0.080568
22:21:51.726	0.031196	0.014180	0.070901
22:21:51.777	0.040725	0.018511	0.092557
22:21:51.828	0.035424	0.016102	0.080508
22:21:51.878	0.030342	0.013792	0.068958
22:21:51.929	0.031967	0.014530	0.072652
22:21:51.980	0.036498	0.016590	0.082951
22:21:52.031	0.032694	0.014861	0.074305
22:21:52.082	0.031446	0.014294	0.071469
22:21:52.133	0.033057	0.015026	0.075130
22:21:52.183	0.037986	0.017267	0.086333
22:21:52.234	0.032627	0.014831	0.074153
22:21:52.285	0.029900	0.013591	0.067954
22:21:52.336	0.034032	0.015469	0.077345
22:21:52.387	0.034739	0.015790	0.078952
22:21:52.438	0.032915	0.014962	0.074808
22:21:52.488	0.031533	0.014333	0.071666
22:21:52.539	0.032320	0.014691	0.073454
22:21:52.590	0.031631	0.014378	0.071888
22:21:52.641	0.032843	0.014929	0.074644
22:21:52.692	0.032220	0.014646	0.073228
22:21:52.743	0.034878	0.015853	0.079267
22:21:52.793	0.038306	0.017412	0.087060
22:21:52.844	0.031737	0.014426	0.072129
22:21:52.895	0.037156	0.016889	0.084446
22:21:52.946	0.028054	0.012752	0.063760
22:21:52.997	0.038205	0.017366	0.086830
22:21:53.048	0.032448	0.014749	0.073745
22:21:53.099	0.031181	0.014173	0.070866
22:21:53.150	0.025961	0.011800	0.059002
22:21:53.200	0.033345	0.015157	0.075785
22:21:53.251	0.026521	0.012055	0.060276
22:21:53.302	0.035961	0.016346	0.081729
22:21:53.353	0.029863	0.013574	0.067871
22:21:53.404	0.033652	0.015296	0.076481
22:21:53.455	0.028729	0.013059	0.065294
22:21:53.505	0.032394	0.014724	0.073622
22:21:53.556	0.033849	0.015386	0.076931
22:21:53.607	0.032070	0.014577	0.072886
22:21:53.658	0.031135	0.014152	0.070762
22:21:53.709	0.036503	0.016592	0.082961
22:21:53.760	0.034376	0.015625	0.078127
22:21:53.810	0.032577	0.014808	0.074038
22:21:53.861	0.031505	0.014321	0.071603
22:21:53.912	0.034530	0.015696	0.078478
22:21:53.963	0.032219	0.014645	0.073224
22:21:54.014	0.033081	0.015037	0.075184
22:21:54.064	0.031129	0.014150	0.070749
22:21:54.115	0.033711	0.015323	0.076617
22:21:54.166	0.036893	0.016770	0.083848
22:21:54.217	0.032997	0.014999	0.074994
22:21:54.268	0.030390	0.013814	0.069069
22:21:54.319	0.034003	0.015456	0.077280
22:21:54.369	0.032494	0.014770	0.073850
22:21:54.420	0.028554	0.012979	0.064895
22:21:54.472	0.022265	0.010120	0.050602
22:21:54.523	0.024953	0.011342	0.056711
22:21:54.574	0.032731	0.014878	0.074389
22:21:54.625	0.037011	0.016823	0.084117
22:21:54.676	0.033808	0.015367	0.076837
22:21:54.727	0.033883	0.015401	0.077007
22:21:54.777	0.030941	0.014064	0.070321
22:21:54.828	0.027430	0.012468	0.062340
22:21:54.879	0.026712	0.012142	0.060709
22:21:54.930	0.027923	0.012692	0.063462
22:21:54.981	0.020610	0.009368	0.046841
22:21:55.032	0.025481	0.011582	0.057912
22:21:55.083	0.025755	0.011707	0.058535
22:21:55.133	0.025464	0.011575	0.057873
22:21:55.184	0.027610	0.012550	0.062751
22:21:55.236	-0.001160	-0.000527	-0.002636
22:21:55.287	0.015592	0.007087	0.035437
22:21:55.338	0.016395	0.007452	0.037261
22:21:55.389	0.021329	0.009695	0.048475
22:21:55.440	0.020292	0.009223	0.046117
22:21:55.490	0.018156	0.008253	0.041263
22:21:55.541	0.021516	0.009780	0.048900
22:21:55.592	0.019782	0.008992	0.044960
22:21:55.643	0.018352	0.008342	0.041710
22:21:55.694	0.005970	0.002714	0.013569
22:21:55.745	0.015751	0.007159	0.035797
22:21:55.796	0.001198	0.000545	0.002723
22:21:55.847	0.025764	0.011711	0.058555
22:21:55.898	0.030987	0.014085	0.070424
22:21:55.949	0.027495	0.012498	0.062489
22:21:56.000	0.027633	0.012560	0.062802
22:21:56.051	0.028285	0.012857	0.064284
22:21:56.102	0.026766	0.012166	0.060832
22:21:56.153	0.035612	0.016187	0.080937
22:21:56.204	0.034961	0.015891	0.079457
22:21:56.255	0.017448	0.007931	0.039655
22:21:56.306	0.031772	0.014442	0.072209
22:21:56.356	0.031511	0.014323	0.071615
22:21:56.407	0.032341	0.014701	0.073503
22:21:56.458	0.029747	0.013521	0.067606
22:21:56.509	0.020759	0.009436	0.047181
22:21:56.560	0.031156	0.014162	0.070810
22:21:56.611	0.030807	0.014003	0.070017
22:21:56.661	0.031316	0.014234	0.071172
22:21:56.715	-0.015298	-0.006954	-0.034768
22:21:56.766	0.021339	0.009699	0.048497
22:21:56.817	0.004770	0.002168	0.010841
22:21:56.868	0.027713	0.012597	0.062985
22:21:56.919	0.030552	0.013887	0.069436
22:21:56.970	0.032211	0.014641	0.073207
22:21:57.021	0.024591	0.011178	0.055890
22:21:57.072	0.025593	0.011633	0.058166
22:21:57.123	0.026564	0.012075	0.060374
22:21:57.174	0.035714	0.016234	0.081168
22:21:57.225	0.032579	0.014809	0.074044
22:21:57.276	0.032173	0.014624	0.073120
22:21:57.327	0.034087	0.015494	0.077471
22:21:57.378	0.032877	0.014944	0.074721
22:21:57.429	0.029694	0.013497	0.067487
22:21:57.479	0.029445	0.013384	0.066921
22:21:57.530	0.027154	0.012343	0.061713
22:21:57.581	0.036026	0.016376	0.081878
22:21:57.632	0.032335	0.014698	0.073488
22:21:57.683	0.035555	0.016162	0.080808
22:21:57.744	0.026227	0.011921	0.059607
22:21:57.795	0.007640	0.003473	0.017363
22:21:57.847	0.021617	0.009826	0.049129
22:21:57.898	0.002619	0.001190	0.005952
22:21:57.949	0.005889	0.002677	0.013385
22:21:58.000	0.025909	0.011777	0.058883
22:21:58.051	0.007338	0.003336	0.016678
22:21:58.102	0.005767	0.002621	0.013106
22:21:58.154	0.021916	0.009962	0.049809
22:21:58.205	0.022136	0.010062	0.050309
22:21:58.256	0.024783	0.011265	0.056324
22:21:58.307	0.024635	0.011198	0.055988
22:21:58.358	0.033086	0.015039	0.075196
22:21:58.409	0.035154	0.015979	0.079896
22:21:58.459	0.031364	0.014256	0.071281
22:21:58.510	0.028331	0.012878	0.064389
22:21:58.561	0.035551	0.016160	0.080798
22:21:58.612	0.035968	0.016349	0.081746
22:21:58.663	0.030943	0.014065	0.070326
22:21:58.714	0.036686	0.016675	0.083377
22:21:58.765	0.026676	0.012125	0.060627
22:21:58.815	0.031010	0.014095	0.070477
22:21:58.866	0.029830	0.013559	0.067795
22:21:58.917	0.032150	0.014613	0.073067
22:21:58.968	0.028875	0.013125	0.065626
22:21:59.019	0.031359	0.014254	0.071271
22:21:59.070	0.031382	0.014265	0.071323
22:21:59.121	0.028209	0.012822	0.064111
22:21:59.172	0.030527	0.013876	0.069379
22:21:59.223	0.033020	0.015009	0.075046
22:21:59.273	0.031998	0.014544	0.072722
22:21:59.324	0.035806	0.016275	0.081377
22:21:59.375	0.030332	0.013787	0.068936
22:21:59.426	0.032712	0.014869	0.074345
22:21:59.477	0.024903	0.011319	0.056597
22:21:59.528	0.034753	0.015797	0.078984
22:21:59.579	0.029336	0.013335	0.066673
22:21:59.630	0.035050	0.015932	0.079658
22:21:59.681	0.019757	0.008980	0.044901
22:21:59.732	0.028795	0.013088	0.065442
22:21:59.783	0.024446	0.011112	0.055559
22:21:59.834	0.031248	0.014204	0.071019
22:21:59.885	0.032165	0.014621	0.073103
22:21:59.936	0.019687	0.008949	0.044743
22:21:59.987	0.036671	0.016668	0.083342
22:22:00.038	0.027206	0.012366	0.061831
22:22:00.090	0.023270	0.010577	0.052886
22:22:00.141	0.031292	0.014224	0.071118
22:22:00.192	0.029383	0.013356	0.066780
22:22:00.242	0.031944	0.014520	0.072599
22:22:00.293	0.028743	0.013065	0.065324
22:22:00.345	0.017378	0.007899	0.039494
22:22:00.396	0.034103	0.015501	0.077506
22:22:00.446	0.036059	0.016390	0.081952
22:22:00.497	0.032491	0.014769	0.073843
22:22:00.548	0.037059	0.016845	0.084225
22:22:00.599	0.031055	0.014116	0.070579
22:22:00.650	0.032053	0.014570	0.072849
22:22:00.701	0.024825	0.011284	0.056421
22:22:00.752	0.034611	0.015732	0.078662
22:22:00.803	0.022159	0.010072	0.050362
22:22:00.854	0.013182	0.005992	0.029960
22:22:00.905	0.025505	0.011593	0.057966
22:22:00.956	0.007985	0.003630	0.018148
22:22:01.015	0.012538	0.005699	0.028496
22:22:01.066	0.021217	0.009644	0.048221
22:22:01.117	0.014950	0.006795	0.033976
22:22:01.168	0.022203	0.010092	0.050461
22:22:01.220	0.019303	0.008774	0.043870
22:22:01.271	0.019835	0.009016	0.045080
22:22:01.322	0.025621	0.011646	0.058230
22:22:01.373	0.036270	0.016486	0.082432
22:22:01.424	0.031791	0.014451	0.072253
22:22:01.475	0.032092	0.014587	0.072936
22:22:01.526	0.035084	0.015947	0.079736
22:22:01.577	0.032183	0.014629	0.073143
22:22:01.628	0.031793	0.014451	0.072257
22:22:01.679	0.032082	0.014583	0.072914
22:22:01.730	0.030611	0.013914	0.069569
22:22:01.781	0.034237	0.015562	0.077811
22:22:01.832	0.033375	0.015171	0.075853
22:22:01.883	0.031815	0.014461	0.072307
22:22:01.934	0.029287	0.013312	0.066562
22:22:01.985	0.032344	0.014702	0.073509
22:22:02.036	0.031190	0.014177	0.070886
22:22:02.087	0.031327	0.014239	0.071197
22:22:02.138	0.028370	0.012895	0.064476
22:22:02.189	0.036802	0.016728	0.083641
22:22:02.240	0.033116	0.015053	0.075263
22:22:02.291	0.031797	0.014453	0.072265
22:22:02.342	0.028835	0.013107	0.065535
22:22:02.393	0.035001	0.015910	0.079548
22:22:02.444	0.030521	0.013873	0.069367
22:22:02.495	0.031668	0.014395	0.071974
22:22:02.546	0.030416	0.013825	0.069127
22:22:02.598	0.021043	0.009565	0.047825
22:22:02.649	0.029557	0.013435	0.067174
22:22:02.700	0.031144	0.014157	0.070783
22:22:02.751	0.030562	0.013892	0.069459
22:22:02.802	0.035785	0.016266	0.081329
22:22:02.853	0.031723	0.014420	0.072098
22:22:02.904	0.031761	0.014437	0.072185
22:22:02.955	0.022332	0.010151	0.050755
22:22:03.006	0.039127	0.017785	0.088926
22:22:03.057	0.032092	0.014587	0.072937
22:22:03.107	0.031280	0.014218	0.071092
22:22:03.158	0.028697	0.013044	0.065221
22:22:03.209	0.027203	0.012365	0.061824
22:22:03.261	0.023219	0.010554	0.052771
22:22:03.312	0.015513	0.007051	0.035257
22:22:03.363	0.027363	0.012438	0.062188
22:22:03.415	0.025303	0.011502	0.057508
22:22:03.466	0.007109	0.003231	0.016156
22:22:03.517	0.007947	0.003612	0.018061
22:22:03.568	0.028778	0.013081	0.065405
22:22:03.620	0.027889	0.012677	0.063383
22:22:03.671	0.026025	0.011830	0.059148
22:22:03.722	0.029363	0.013347	0.066733
22:22:03.773	0.027764	0.012620	0.063099
22:22:03.824	0.034375	0.015625	0.078125
22:22:03.875	0.026751	0.012160	0.060798
22:22:03.927	0.030042	0.013656	0.068278
22:22:03.978	0.030361	0.013801	0.069003
22:22:04.029	0.033367	0.015167	0.075835
22:22:04.080	0.030147	0.013703	0.068515
22:22:04.131	0.029154	0.013252	0.066258
22:22:04.182	0.029296	0.013316	0.066581
22:22:04.233	0.029198	0.013272	0.066360
22:22:04.284	0.025384	0.011538	0.057691
22:22:04.336	0.028537	0.012972	0.064858
22:22:04.387	0.024296	0.011044	0.055219
22:22:04.438	0.026497	0.012044	0.060221
22:22:04.490	0.021826	0.009921	0.049604
22:22:04.541	0.028218	0.012826	0.064132
22:22:04.592	0.007293	0.003315	0.016575
22:22:04.643	0.010349	0.004704	0.023520
22:22:04.695	0.016222	0.007374	0.036869
22:22:04.746	0.034783	0.015810	0.079051
22:22:04.797	0.033454	0.015207	0.076033
22:22:04.848	0.034067	0.015485	0.077426
22:22:04.899	0.028409	0.012913	0.064565
22:22:04.950	0.032039	0.014563	0.072816
22:22:05.001	0.027331	0.012423	0.062116
22:22:05.053	0.027008	0.012276	0.061381
22:22:05.104	0.026248	0.011931	0.059655
22:22:05.155	0.024650	0.011204	0.056022
22:22:05.206	0.031140	0.014154	0.070772
22:22:05.257	0.026552	0.012069	0.060345
22:22:05.308	0.032481	0.014764	0.073819
22:22:05.358	0.037640	0.017109	0.085546
22:22:05.409	0.007744	0.003520	0.017600
22:22:05.461	0.005935	0.002698	0.013488
22:22:05.512	0.005887	0.002676	0.013379
22:22:05.563	0.025299	0.011500	0.057498
22:22:05.614	0.022696	0.010316	0.051581
22:22:05.665	0.023888	0.010858	0.054290
22:22:05.716	0.023541	0.010701	0.053503
22:22:05.767	0.034182	0.015537	0.077687
22:22:05.818	0.025160	0.011436	0.057182
22:22:05.869	0.030297	0.013771	0.068856
22:22:05.920	0.028230	0.012832	0.064158
22:22:05.971	0.025154	0.011434	0.057169
22:22:06.022	0.019178	0.008717	0.043587
22:22:06.073	0.009660	0.004391	0.021955
22:22:06.125	0.005518	0.002508	0.012542
22:22:06.176	0.013993	0.006361	0.031803
22:22:06.227	0.022897	0.010408	0.052038
22:22:06.278	0.025194	0.011452	0.057260
22:22:06.329	0.026770	0.012168	0.060841
22:22:06.380	0.021386	0.009721	0.048604
22:22:06.431	0.030708	0.013958	0.069791
22:22:06.482	0.016294	0.007406	0.037032
22:22:06.533	0.023487	0.010676	0.053381
22:22:06.584	0.016840	0.007655	0.038274
22:22:06.635	0.018335	0.008334	0.041670
22:22:06.686	0.016732	0.007605	0.038027
22:22:06.737	0.022351	0.010159	0.050797
22:22:06.788	0.018369	0.008350	0.041748
22:22:06.839	-0.001163	-0.000529	-0.002643
22:22:06.891	0.025832	0.011742	0.058708
22:22:06.942	0.026548	0.012067	0.060337
22:22:06.993	0.034228	0.015558	0.077790
22:22:07.044	0.032162	0.014619	0.073095
22:22:07.095	0.034548	0.015703	0.078517
22:22:07.146	0.019497	0.008862	0.044311
22:22:07.197	0.026677	0.012126	0.060630
22:22:07.249	0.005182	0.002356	0.011778
22:22:07.300	-0.012962	-0.005892	-0.029458
22:22:07.351	0.026598	0.012090	0.060451
22:22:07.402	0.030547	0.013885	0.069425
22:22:07.453	0.038586	0.017539	0.087695
22:22:07.504	0.030309	0.013777	0.068885
22:22:07.555	0.015970	0.007259	0.036296
22:22:07.606	0.025543	0.011610	0.058052
22:22:07.657	0.031425	0.014284	0.071421
22:22:07.708	0.030673	0.013942	0.069712
22:22:07.759	0.013360	0.006073	0.030363
22:22:07.810	0.014106	0.006412	0.032059
22:22:07.861	0.020644	0.009384	0.046919
22:22:07.912	0.029276	0.013307	0.066535
22:22:07.963	0.032385	0.014720	0.073602
22:22:08.014	0.030808	0.014004	0.070018
22:22:08.064	0.031720	0.014418	0.072091
22:22:08.115	0.035070	0.015941	0.079704
22:22:08.166	0.033086	0.015039	0.075196
22:22:08.217	0.036969	0.016804	0.084022
22:22:08.268	-0.001506	-0.000685	-0.003423
22:22:08.319	-0.011004	-0.005002	-0.025009
22:22:08.371	-0.029233	-0.013288	-0.066438
22:22:08.423	0.017980	0.008173	0.040865
22:22:08.474	-0.006502	-0.002955	-0.014777
22:22:08.525	0.004778	0.002172	0.010858
22:22:08.577	0.026469	0.012031	0.060157
22:22:08.627	0.035045	0.015929	0.079647
22:22:08.678	0.035820	0.016282	0.081408
22:22:08.729	0.034854	0.015843	0.079215
22:22:08.780	0.024384	0.011084	0.055419
22:22:08.831	0.026380	0.011991	0.059955
22:22:08.882	0.034262	0.015574	0.077868
22:22:08.933	0.029856	0.013571	0.067856
22:22:08.984	0.038566	0.017530	0.087649
22:22:09.035	0.038908	0.017685	0.088427
22:22:09.086	0.023743	0.010792	0.053961
22:22:09.137	0.025457	0.011572	0.057858
22:22:09.188	0.027658	0.012572	0.062860
22:22:09.239	0.034140	0.015518	0.077590
22:22:09.289	0.031923	0.014511	0.072553
22:22:09.340	0.032417	0.014735	0.073674
22:22:09.391	0.035984	0.016356	0.081782
22:22:09.442	0.036760	0.016709	0.083545
22:22:09.493	0.025392	0.011542	0.057709
22:22:09.544	0.032415	0.014734	0.073671
22:22:09.595	0.032004	0.014547	0.072736
22:22:09.646	0.030779	0.013990	0.069951
22:22:09.697	0.026429	0.012013	0.060066
22:22:09.748	0.034818	0.015826	0.079131
22:22:09.798	0.032995	0.014998	0.074989
22:22:09.849	0.031668	0.014394	0.071972
22:22:09.900	0.026529	0.012059	0.060294
22:22:09.951	0.023498	0.010681	0.053404
22:22:10.002	0.030436	0.013835	0.069174
22:22:10.053	0.034056	0.015480	0.077399
22:22:10.104	0.030156	0.013707	0.068535
22:22:10.155	0.027299	0.012409	0.062043
22:22:10.205	0.035332	0.016060	0.080300
22:22:10.256	0.029998	0.013635	0.068177
22:22:10.307	0.029340	0.013336	0.066682
22:22:10.358	0.035632	0.016196	0.080981
22:22:10.409	0.027557	0.012526	0.062629
22:22:10.460	0.029077	0.013217	0.066085
22:22:10.511	0.024210	0.011004	0.055022
22:22:10.562	0.021393	0.009724	0.048620
22:22:10.613	0.027350	0.012432	0.062159
22:22:10.664	0.018907	0.008594	0.042971
22:22:10.715	0.012725	0.005784	0.028920
22:22:10.766	0.022823	0.010374	0.051871
22:22:10.817	0.020398	0.009272	0.046360
22:22:10.868	0.029214	0.013279	0.066396
22:22:10.919	0.028815	0.013098	0.065489
22:22:10.970	0.027145	0.012338	0.061692
22:22:11.021	0.028155	0.012798	0.063988
22:22:11.072	0.024366	0.011075	0.055376
22:22:11.123	0.025410	0.011550	0.057751
22:22:11.174	0.026160	0.011891	0.059455
22:22:11.225	0.028685	0.013039	0.065193
22:22:11.276	0.019132	0.008696	0.043482
22:22:11.327	0.026684	0.012129	0.060645
22:22:11.378	0.026346	0.011975	0.059877
22:22:11.429	0.024029	0.010922	0.054610
22:22:11.480	0.023203	0.010547	0.052733
22:22:11.532	0.020607	0.009367	0.046834
22:22:11.583	0.022023	0.010010	0.050052
22:22:11.634	0.020656	0.009389	0.046945
22:22:11.685	0.024021	0.010919	0.054594
22:22:11.736	0.023090	0.010495	0.052477
22:22:11.787	0.028994	0.013179	0.065895
22:22:11.838	0.027326	0.012421	0.062104
22:22:11.890	0.012471	0.005669	0.028343
22:22:11.941	-0.005800	-0.002636	-0.013181
22:22:11.993	0.010007	0.004549	0.022744
22:22:12.044	-0.084909	-0.038595	-0.192976
22:22:12.096	0.015762	0.007165	0.035823
22:22:12.147	0.020910	0.009505	0.047524
22:22:12.198	0.022921	0.010418	0.052092
22:22:12.249	0.016171	0.007350	0.036752
22:22:12.300	0.019732	0.008969	0.044846
22:22:12.351	0.006379	0.002899	0.014497
22:22:12.402	0.022821	0.010373	0.051865
22:22:12.453	0.030142	0.013701	0.068505
22:22:12.504	0.031124	0.014147	0.070737
22:22:12.555	0.025548	0.011613	0.058063
22:22:12.606	0.033289	0.015132	0.075658
22:22:12.657	0.028300	0.012864	0.064319
22:22:12.708	0.027503	0.012501	0.062506
22:22:12.759	0.023366	0.010621	0.053105
22:22:12.809	0.033486	0.015221	0.076104
22:22:12.860	0.019851	0.009023	0.045116
22:22:12.911	0.025918	0.011781	0.058904
22:22:12.962	0.024185	0.010993	0.054966
22:22:13.013	0.034934	0.015879	0.079396
22:22:13.064	0.015258	0.006936	0.034678
22:22:13.115	-0.002493	-0.001133	-0.005666
22:22:13.167	0.023544	0.010702	0.053510
22:22:13.218	0.021578	0.009808	0.049041
22:22:13.269	0.004263	0.001938	0.009688
22:22:13.320	0.010534	0.004788	0.023942
22:22:13.371	0.003523	0.001601	0.008006
22:22:13.422	0.000812	0.000369	0.001846
22:22:13.473	0.018480	0.008400	0.041999
22:22:13.525	0.019915	0.009052	0.045261
22:22:13.576	0.030001	0.013637	0.068184
22:22:13.626	0.028751	0.013069	0.065344
22:22:13.677	0.024530	0.011150	0.055750
22:22:13.728	0.025498	0.011590	0.057950
22:22:13.779	0.022665	0.010302	0.051512
22:22:13.830	0.026640	0.012109	0.060546
22:22:13.881	0.024906	0.011321	0.056605
22:22:13.932	0.028407	0.012912	0.064562
22:22:13.982	0.024476	0.011126	0.055628
22:22:14.033	0.027967	0.012712	0.063561
22:22:14.084	0.024506	0.011139	0.055696
22:22:14.135	0.024052	0.010933	0.054664
22:22:14.186	0.024444	0.011111	0.055555
22:22:14.237	0.027846	0.012657	0.063285
22:22:14.288	0.026307	0.011958	0.059790
22:22:14.339	0.031271	0.014214	0.071071
22:22:14.389	0.030512	0.013869	0.069345
22:22:14.440	0.027592	0.012542	0.062710
22:22:14.491	0.018734	0.008515	0.042577
22:22:14.542	0.028701	0.013046	0.065230
22:22:14.593	0.027330	0.012423	0.062114
22:22:14.644	0.027525	0.012511	0.062556
22:22:14.695	0.024452	0.011114	0.055572
22:22:14.746	0.030679	0.013945	0.069726
22:22:14.796	0.031501	0.014319	0.071593
